2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,7,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,679,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,723,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,170,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,"6,758","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,"1,891","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"3,930","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,936,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"6,758","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,863","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,"1,680","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,"2,214","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,"346,700","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,"27,800","ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,113,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,70,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,6,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,"2,127","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"2,071","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,22,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,35,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,"2,001","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,101,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,15,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,112,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,289,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,478","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,7,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,679,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,723,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,170,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,"6,758","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,"1,891","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,"3,930","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,936,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,"6,758","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,863","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,"1,680","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,"2,214","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,"346,700","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,"27,800","ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,113,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,70,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,6,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2019,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups A017, A018, and A019"
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,"6,766",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,"6,021",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,25,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,721,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,"5,092",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,172,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,20,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,187,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,407,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"3,915",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,391,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,293,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,269,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,650",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,"23,670",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,"2,505",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,"4,315",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,"16,851",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,"23,670",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"15,167",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,"2,660",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,"5,843",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,"1,329,400",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,"324,300",ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,94,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,84,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,11,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group A030
2019,Level 4,AA211,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,64,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H01,Total income,Financial performance,"6,766",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H04,Sales of goods and services,Financial performance,"6,021",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,25,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H07,Non-operating income,Financial performance,721,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H08,Total expenditure,Financial performance,"5,092",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H09,Interest and donations,Financial performance,172,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H10,Indirect taxes,Financial performance,20,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H11,Depreciation,Financial performance,187,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H12,Salaries and wages paid,Financial performance,407,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"3,915",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H20,Non-operating expenses,Financial performance,391,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H21,Opening stocks,Financial performance,293,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H22,Closing stocks,Financial performance,269,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,650",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H24,Total assets,Financial position,"23,670",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H25,Current assets,Financial position,"2,505",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H26,Fixed tangible assets,Financial position,"4,315",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H29,Other assets,Financial position,"16,851",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H30,Total equity and liabilities,Financial position,"23,670",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"15,167",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H32,Current liabilities,Financial position,"2,660",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars (millions),H33,Other liabilities,Financial position,"5,843",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars,H34,Total income per employee count,Financial ratios,"1,329,400",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Dollars,H35,Surplus per employee count,Financial ratios,"324,300",ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Percentage,H36,Current ratio,Financial ratios,94,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Percentage,H37,Quick ratio,Financial ratios,84,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Percentage,H39,Return on equity,Financial ratios,11,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group A030
2019,Level 3,AA21,Forestry and Logging,Percentage,H41,Liabilities structure,Financial ratios,64,ANZSIC06 group A030
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H01,Total income,Financial performance,"1,575",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,"1,506",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,45,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H07,Non-operating income,Financial performance,24,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H08,Total expenditure,Financial performance,"1,330",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H09,Interest and donations,Financial performance,25,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H10,Indirect taxes,Financial performance,20,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H11,Depreciation,Financial performance,64,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H12,Salaries and wages paid,Financial performance,229,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,981,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses,Financial performance,11,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H21,Opening stocks,Financial performance,161,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H22,Closing stocks,Financial performance,158,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax,Financial performance,242,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H24,Total assets,Financial position,"2,237",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H25,Current assets,Financial position,643,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets,Financial position,619,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H29,Other assets,Financial position,975,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,237",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,114",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H32,Current liabilities,Financial position,429,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H33,Other liabilities,Financial position,695,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars,H34,Total income per employee count,Financial ratios,"521,500",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars,H35,Surplus per employee count,Financial ratios,"80,300",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,150,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,113,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,50,ANZSIC06 groups A020 and A041
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income,Financial performance,"4,799","ANZSIC06 groups A042, A051, and A052"
